Modular S.Seater LS-059-C1,08959BK,1,1,,1,,EACH,1,1,,1
Modular S.Seater LS-059-C1,08959DG,1,1,,1,,EACH,1,1,,1
Modular T.Seater LS-059-HR3,08960BK,1,1,,1,,EACH,1,1,,1
Modular T.Seater LS-059-HR3,08960DG,1,1,,1,,EACH,1,1,,1
Lux Single Seater Black PU,08963BK,1,1,,1,,EACH,1,1,,1
Lux single seater Brown PU,08963BN,1,1,,1,,EACH,1,1,,1
Drej single seater Black PU,08965BK,1,1,,1,,EACH,1,1,,1
Drej Wood Leg,08965CW,1,1,,1,,CTN,1,1,,1
Drej Wood Leg,08965CW,1,1,,1,,EACH,1,1,,1
Drej single seater D. Grey Fab,08965GY,1,1,,1,,EACH,1,1,,1
Drej double seater Black PU,08966BK,1,1,,1,A,EACH,1,1,,1
Petite Single Lounge,08967LG,1,1,,1,,EACH,1,1,,1
Matrix Mesh Black,09001,1,1,,1,,EACH,1,1,,1
Radar Plus Black Exclude Arm,09002,1,1,,1,,EACH,1,1,,1
Matrix Plus Black,09003,1,1,,1,,EACH,1,1,,1
Flash Deluxe Black,09004,1,1,,1,,EACH,1,1,,1
Ottoman Buy Rectangle 1100 x,10050-0001,1,1,,1,,PACK,1,1,,1
Standard Nylon Base 640MM,100B,1,1,,1,,EACH,1,1,,1
Pair of Loop Arms,101A,1,1,,1,,PAIR,1,1,,1
Standard Nylon Base 640MM,101B,1,1,,1,,EACH,1,1,,1
Drafting Base 700MM & Gas,101C,1,1,,1,,EACH,1,1,,1
Plastic Bag Clear LD BOR 540,101D,1,1,,1,,EACH,1,1,,1
Set of 5 JasonL Glides Black,101G,1,1,,1,,PACK,1,1,,1
2 Lever Back Tilt Mechanism,101M,1,1,,1,,EACH,1,1,,1
2 Lever Back Tilt Mechanism-,101MB,1,1,,1,,EACH,1,1,,1
Set of Trend Base Castors,101T,1,1,,1,,EACH,1,1,,1
Set of 5 JasonL Wheels Black,101W,1,1,,1,,PACK,1,1,,1
JasonL Castor Black,101WC,1,1,,1,,EACH,1,1,,1
Pair of D-Arms,102A,1,1,,1,,PAIR,1,1,,1
Standard Alloy Base,102B,1,1,,1,,EACH,1,1,,1
3 Lever Ratchet Mechanism,102M,1,1,,1,,EACH,1,1,,1
Set of 5 JasonL Wheels Blue,102W,1,1,,1,,PACK,1,1,,1
JasonL Wheel Blue,102WC,1,1,,1,,EACH,1,1,,1
Pair of Black Height,103A,1,1,,1,,PAIR,1,1,,1
Black Trend High Base,103B,1,1,,1,,EACH,1,1,,1
Heavy Duty Mech,103HDM,1,1,,1,,EACH,1,1,,1
Synchro Mechanism,103M,1,1,,1,,EACH,1,1,,1
Set of 5 JasonL Wheels Red,103W,1,1,,1,,PACK,1,1,,1
JasonL Wheel Red,103WC,1,1,,1,,EACH,1,1,,1
Pair of Chr Height,104A,1,1,,1,,PAIR,1,1,,1
Polished Alloy Trend High Base,104B,1,1,,1,,EACH,1,1,,1
2 Lever Ratchet Mechanism,104M,1,1,,1,,EACH,1,1,,1
Swivel and Tilt Mechanism,104ME,1,1,,1,,EACH,1,1,,1
Set of 5 JasonL Wheels Grey,104W,1,1,,1,,PACK,1,1,,1
JasonL Wheel Grey,104WC,1,1,,1,,EACH,1,1,,1
Pair of Flexible Arms,105A,1,1,,1,,PAIR,1,1,,1
Drafting Base 700 + Ring + Gas,105B,1,1,,1,,PACK,1,1,,1
3 lever manual adjustment,105M,1,1,,1,,EACH,1,1,,1
Knee Pivot Mechanism,105ME,1,1,,1,,EACH,1,1,,1
Pair of Alloy Arms,106A,1,1,,1,,PAIR,1,1,,1
Synchro Mechanism (Executive),106ME,1,1,,1,,EACH,1,1,,1
Set of 5 soft rubber wheels,106W,1,1,,1,,EACH,1,1,,1
Seat Slide Mechanism,107A,1,1,,1,,EACH,1,1,,1
Set of 5 Standard Castors Blck,107W,1,1,,1,,PACK,1,1,,1
Set of 5 reverse brake casto,108W,1,1,,1,,EACH,1,1,,1
Diam Hanging Return,111201,1,1,,1,,EACH,1,1,,1
Diam 1800x1000 w 1000x600 Ur,1112104CM-01,1,1,,1,,EACH,1,1,,1
Cab w/Doors H79.5xL.80 Wht,1117052,1,1,,1,,EACH,1,1,,1
Cab w/Doors H79.5xL.100 Wht,1117053,1,1,,1,,EACH,1,1,,1
Cab w/Doors H118xL.100 Wht,1117151,1,1,,1,,EACH,1,1,,1
Cab w/Doors H118xL.80 Wht,1117152,1,1,,1,,EACH,1,1,,1
Cab w/Doors H118xL.100 Wht,1117153,1,1,,1,,EACH,1,1,,1
Open Shelves Cab H195xL.80 Wht,1117250,1,1,,1,,EACH,1,1,,1
Cab w/Doors H195xL.80 Wht,1117252,1,1,,1,,EACH,1,1,,1
Open Shlvs Cab L.200X H.81 Wht,1117318,1,1,,1,,EACH,1,1,,1
Gentas Top 700 Round,1118310,1,1,,1,,EACH,1,1,,1
Gentas Top 800 Round,1118320,1,1,,1,,EACH,1,1,,1
KabControllerChairwithArmres,1118320DO,1,1,,1,,EACH,1,1,,1
2 High Doors L.80,1118330,1,1,,1,,EACH,1,1,,1
Metal Inter.Upper Bar L.80,1119240,1,1,,1,,EACH,1,1,,1
Metal Inter.Upper Bar,1119242,1,1,,1,,EACH,1,1,,1
Starting Module/Leg,1121100,1,1,,1,,EACH,1,1,,1
Intermediate Desk/Columns,1121200,1,1,,1,,EACH,1,1,,1
Ending Desk/Columns,1121210,1,1,,1,,EACH,1,1,,1
Single Desk Top L.180,1123111,1,1,,1,,EACH,1,1,,1
Single Cable Tray,1126711,1,1,,1,,EACH,1,1,,1
Cable Tray L1200 Alu,1149207,1,1,,1,,EACH,1,1,,1
Intermediate Module L180 x D1,1153313,1,1,,1,,EACH,1,1,,1
Glass Screen L.100 White,1156850,1,1,,1,,EACH,1,1,,1
Glass Screen L.160 White,1156856,1,1,,1,,EACH,1,1,,1
2 End Duct Covers L.180 for S,1158938,1,1,,1,,EACH,1,1,,1
Double Cable Tray L1600,1159190,1,1,,1,,EACH,1,1,,1
Combined Mounting Plate,129646,1,1,,1,,EACH,1,1,,1
Pathfinder Umbilical Extension,135008,1,1,,1,,EACH,1,1,,1
Pathfinder Umbilical 2140,135056,1,1,,1,,EACH,1,1,,1
Tao Desk 180+3 Drawers RH Side,1371186,1,1,,1,,EACH,1,1,,1
Tao Desk 180+3 Drawers LH Side,1371187,1,1,,1,,EACH,1,1,,1
Tao Desk 2000X1000  Dark Oak L,1371202MO,1,1,,1,,EACH,1,1,,1
Tao Desk 200+3 Drawers RH Side,1371206,1,1,,1,,EACH,1,1,,1
Tao Desk 200+3 Drawers LH Side,1371207,1,1,,1,,EACH,1,1,,1
Tao Return L.100 Dark Oak,1371522,1,1,,1,,EACH,1,1,,1
Tao Return L.100 Dark Oak,1371522MO,1,1,,1,,EACH,1,1,,1
Tao Return L1000+3D,1371523,1,1,,1,,EACH,1,1,,1
Tao Return L.100+2D,1371524,1,1,,1,,EACH,1,1,,1
Tao Return L.100+2D Fix Predes,1371524MO,1,1,,1,,EACH,1,1,,1
Tao RH Return L.170 Pan,1371905,1,1,,1,,EACH,1,1,,1
Tao LH Return L.170 Pan,1371906,1,1,,1,,EACH,1,1,,1
Tao RH Return 170,1371943,1,1,,1,,EACH,1,1,,1
Tao LH Return 170+3Dr.,1371944,1,1,,1,,EACH,1,1,,1
Tao RH Return 170+2Dr.,1371945,1,1,,1,,EACH,1,1,,1
Tao LH Return 170+2Dr.,1371946,1,1,,1,,EACH,1,1,,1
Tao RH Conference End Table,1372603,1,1,,1,,EACH,1,1,,1
Tao LH Conf End tbl D.Oak,1372604,1,1,,1,,EACH,1,1,,1
Meeting Table L.320X120,1372854,1,1,,1,,EACH,1,1,,1
Meeting Table L.480X120,1372856,1,1,,1,,EACH,1,1,,1
Meeting Table 1200X1200,1372863,1,1,,1,,EACH,1,1,,1
Meeting tbl 1200X1200 Dark Oak,1372863DO,1,1,,1,,EACH,1,1,,1
Meeting Table 1600X1200 D.Oak,1372864,1,1,,1,,EACH,1,1,,1
Meeting Table L.160X160,1372866,1,1,,1,,EACH,1,1,,1
Meeting tbl L.160X160 Dark Oak,1372866DO,1,1,,1,,EACH,1,1,,1
Meeting Table L.320X160,1372868,1,1,,1,,EACH,1,1,,1
Mlmine F/D Pedestal on Castors,1375400,1,1,,1,,EACH,1,1,,1
RH 3 Drawers Mel Side Unit,1375580,1,1,,1,,EACH,1,1,,1
Tao Modesty Panel Alu 1750,1375867,1,1,,1,,EACH,1,1,,1
Cabinet Top L2000X440,1378105,1,1,,1,,EACH,1,1,,1
Cabinet Top L.300XD.44,1378107,1,1,,1,,EACH,1,1,,1
Tao Cabinet Skirting 1000,1378225,1,1,,1,,EACH,1,1,,1
Tao Cable Tray L.100,1379182,1,1,,1,,EACH,1,1,,1
Inter-connecting Lead,150004,1,1,,1,,EACH,1,1,,1
Inter-connecting Lead,150006,1,1,,1,,EACH,1,1,,1
Inter-connecting Lead,150008,1,1,,1,,EACH,1,1,,1
Taxia squ 4leg side chair Blck,15001,1,1,,1,,EACH,1,1,,1
IC GST/W MF 2500,150010,1,1,,1,,EACH,1,1,,1
IC GST/W MF 3500 InterConctr,150014,1,1,,1,,EACH,1,1,,1
Inter-connecting Lead,150016,1,1,,1,,EACH,1,1,,1
Taxia 4 leg side chair mesh,15001M,1,1,,1,,EACH,1,1,,1
Taxia 4leg side chair Chr mesh,15002M,1,1,,1,,EACH,1,1,,1
Taxia squ 4leg arm chair Blck,15003,1,1,,1,,EACH,1,1,,1
Taxia 4 leg arm chair mesh,15003M,1,1,,1,,EACH,1,1,,1
Taxia squ sled Frm side chair,15005,1,1,,1,,EACH,1,1,,1
Taxia sled side chair mesh,15005M,1,1,,1,,EACH,1,1,,1
Taxia square sled arm black,15007,1,1,,1,,EACH,1,1,,1
Taxia sled arm chair mesh,15007M,1,1,,1,,EACH,1,1,,1
Ceiling Starter,150621,1,1,,1,,EACH,1,1,,1
AF FASC DATA 26 1 X AUNZ W,150778,1,1,,1,,EACH,1,1,,1
QF FASC DATA 26 BLANK,150975,1,1,,1,,EACH,1,1,,1
QF45-4x GPO MF,152054,1,1,,1,,EACH,1,1,,1
Taxia 1400 4leg side chair,16041,1,1,,1,,EACH,1,1,,1
Taxia 1400 4leg arm chair Blck,16042,1,1,,1,,EACH,1,1,,1
Taxia1400 sled  Frm no arms,16045,1,1,,1,,EACH,1,1,,1
Taxia1400 sled Frm & arms,16046,1,1,,1,,EACH,1,1,,1
Tosca 1200 sled side chair,16053,1,1,,1,,EACH,1,1,,1
Tosca 1200 4 leg side chair,16055,1,1,,1,,EACH,1,1,,1
Tosca 1200 4leg soft arm chair,16056,1,1,,1,,EACH,1,1,,1
Table leg 48mm silver,16067,1,1,,1,,EACH,1,1,,1
Extruded foot/adjuster,16067P,1,1,,1,,EACH,1,1,,1
Steel tube -batton leg silver,16067S,1,1,,1,,EACH,1,1,,1
Table leg 48mm white,16067W,1,1,,1,,EACH,1,1,,1
Floor-based Partition Screen,SS1275AHW,1,1,,1,A,EACH,1,1,SS1275AHW,1
JC A leg 580mm silver,16069S,1,1,,1,,EACH,1,1,,1
JC A leg 580mm white,16069W,1,1,,1,,EACH,1,1,,1
Steel tube -batton leg white,16070,1,1,,1,,EACH,1,1,,1
Canti lever baton leg silver,16078,1,1,,1,,EACH,1,1,,1
Canti lever baton leg white,16078W,1,1,,1,,EACH,1,1,,1
IntermedMod 1800x1650 w/1000,18000,1,1,,1,,EACH,1,1,,1
IntermedMod 1800x1650 w/1600,18001,1,1,,1,,EACH,1,1,,1
Double Cable Cleat - Bag 10 x,182997,1,1,,1,,EACH,1,1,,1
Single cable cleat - Bag 10 x,182998,1,1,,1,,EACH,1,1,,1
Qikfit 25 2GPO White,184003,1,1,,1,,EACH,1,1,,1
Qikfit 4GPO+3Data White,184122,1,1,,1,,EACH,1,1,,1
QS35 2GPO 1TUF Auto Switch Wht,184188,1,1,,1,,EACH,1,1,,1
Leather Desk Blotter,1909100,1,1,,1,,EACH,1,1,,1
Mlmine Cab Top L.100 D.44 Wht,1928142,1,1,,1,,EACH,1,1,,1
Mlmine Cab Top L.200 D.44 Wht,1928143,1,1,,1,,EACH,1,1,,1
Mlmine Cab Top L.300 D.44 Wht,1928144,1,1,,1,,EACH,1,1,,1
Mondo slipper-no arms,19618,1,1,,1,,EACH,1,1,,1
Mondo wide back slipper,19618W,1,1,,1,,EACH,1,1,,1
Mondo wide back BUY OUT,19618W-C,1,1,,1,,EACH,1,1,,1
Mondo Single Armchair,19628,1,1,,1,,EACH,1,1,,1
Mondo Dble Long,19638,1,1,,1,,EACH,1,1,,1
Mondo Triple Long,19648,1,1,,1,,EACH,1,1,,1
Tao RH Return 170+3 Dr. Fix,1998109,1,1,,1,,EACH,1,1,,1
Ten Up Leg Frame L.160x100 Wht,1998160,1,1,,1,,EACH,1,1,,1
Ten Up Leg Frame L.100x100 Wht,1998161,1,1,,1,,EACH,1,1,,1
Ten Up Leg Frame L.220x120 Wht,1998162,1,1,,1,,EACH,1,1,,1
Ten Up Leg Frame L.165x165 Wht,1998163,1,1,,1,,EACH,1,1,,1
Ten Up Leg Frame L.200x100 Wht,1998164,1,1,,1,,EACH,1,1,,1
Standard rate,1P1TRUCK,1,1,,1,,HRS,1,1,,1
Standard rate,1PSRATE,1,1,,1,,HRS,1,1,,1
Cabinet Carcass L.80 H.118 Whi,201711401,1,1,,1,,EACH,1,1,,1
Cabinet Carcass H.195 L.80 Whi,201722401,1,1,,1,,EACH,1,1,,1
Melam. Cab Top L.100XD.44  Wht,201810201,1,1,,1,,EACH,1,1,,1
Melam. Cab Top L.100XD.44 Blck,201810202,1,1,,1,,EACH,1,1,,1
Melam. Cab Top L1000X440 D.Oak,201810219,1,1,,1,,EACH,1,1,,1
Melam. Cab Top L200xD44  Blck,201810502,1,1,,1,,EACH,1,1,,1
Melam. Cab Top 2000X440 Wht,201810601,1,1,,1,,EACH,1,1,,1
Melam. Cab Top 2000X440 Black,201810602,1,1,,1,,EACH,1,1,,1
Melam. Cab Top L200XD.44 D.Oak,201810619,1,1,,1,,EACH,1,1,,1
Melam. Cab Top L.300XD.44  Wht,201811001,1,1,,1,,EACH,1,1,,1
Melam. Cab Top L.80 x.D.44 Wht,201811301,1,1,,1,,EACH,1,1,,1
Melam. Cab Top L.80X D.44,201811319,1,1,,1,,EACH,1,1,,1
Melam. Cab Top Desk Height,201813401,1,1,,1,,EACH,1,1,,1
